knowledge_date,series_id,reference_date,value,vintage_date,collected_at
2026-07-10,CZ_HICP_CORE_INDEX,2019-06-01,71.25,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2019-07-01,71.93,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2019-08-01,72.02,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2019-09-01,71.51,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2019-10-01,71.84,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2019-11-01,71.71,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2019-12-01,71.72,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2020-01-01,72.39,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2020-02-01,73.01,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2020-03-01,72.87,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2020-04-01,73.01,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2020-05-01,73.19,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2020-06-01,73.55,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2020-07-01,74.33,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2020-08-01,74.41,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2020-09-01,73.9,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2020-10-01,74.16,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2020-11-01,74.09,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2020-12-01,74.01,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2021-01-01,74.53,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2021-02-01,74.7,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2021-03-01,74.68,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2021-04-01,74.9,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2021-05-01,75.15,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2021-06-01,75.61,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2021-07-01,76.26,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2021-08-01,76.72,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2021-09-01,77.07,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2021-10-01,77.65,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2021-11-01,78.32,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2021-12-01,78.83,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2022-01-01,80.34,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2022-02-01,81.12,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2022-03-01,81.88,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2022-04-01,83.29,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2022-05-01,84.31,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2022-06-01,85.32,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2022-07-01,86.53,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2022-08-01,87.25,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2022-09-01,87.64,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2022-10-01,88.57,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2022-11-01,88.91,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2022-12-01,89.36,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2023-01-01,90.99,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2023-02-01,91.98,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2023-03-01,92.42,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2023-04-01,92.83,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2023-05-01,92.98,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2023-06-01,93.41,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2023-07-01,94.34,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2023-08-01,94.46,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2023-09-01,93.91,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2023-10-01,94.13,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2023-11-01,94.17,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2023-12-01,94.3,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2024-01-01,95.37,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2024-02-01,95.97,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2024-03-01,96.46,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2024-04-01,96.74,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2024-05-01,96.85,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2024-06-01,96.94,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2024-07-01,98.04,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2024-08-01,98.15,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2024-09-01,97.54,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2024-10-01,97.87,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2024-11-01,97.84,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2024-12-01,97.86,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2025-01-01,98.48,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2025-02-01,99.1,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2025-03-01,99.15,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2025-04-01,99.43,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2025-05-01,99.76,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2025-06-01,100.04,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2025-07-01,100.95,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2025-08-01,101.16,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2025-09-01,100.29,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2025-10-01,100.62,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2025-11-01,100.45,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2025-12-01,100.56,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2026-01-01,101.33,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2026-02-01,101.86,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2026-03-01,102.07,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2026-04-01,102.4,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2026-05-01,102.53,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-10,CZ_HICP_CORE_INDEX,2026-06-01,102.79,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,1999-12-01,54.15,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2000-01-01,54.7,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2000-02-01,54.8,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2000-03-01,54.69,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2000-04-01,54.69,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2000-05-01,54.77,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2000-06-01,54.99,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2000-07-01,55.68,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2000-08-01,55.84,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2000-09-01,55.41,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2000-10-01,55.3,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2000-11-01,55.4,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2000-12-01,55.5,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2001-01-01,56.01,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2001-02-01,56.2,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2001-03-01,56.22,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2001-04-01,56.35,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2001-05-01,56.51,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2001-06-01,56.9,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2001-07-01,57.66,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2001-08-01,57.82,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2001-09-01,57.22,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2001-10-01,57.24,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2001-11-01,57.25,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2001-12-01,57.32,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2002-01-01,57.72,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2002-02-01,58.02,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2002-03-01,58.08,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2002-04-01,58.14,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2002-05-01,58.12,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2002-06-01,58.27,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2002-07-01,59.0,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2002-08-01,59.05,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2002-09-01,58.39,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2002-10-01,58.34,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2002-11-01,58.25,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2002-12-01,58.23,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2003-01-01,58.55,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2003-02-01,58.68,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2003-03-01,58.62,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2003-04-01,58.66,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2003-05-01,58.62,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2003-06-01,58.61,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2003-07-01,59.01,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2003-08-01,59.1,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2003-09-01,58.5,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2003-10-01,58.57,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2003-11-01,58.48,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2003-12-01,58.46,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2004-01-01,59.3,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2004-02-01,59.41,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2004-03-01,59.42,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2004-04-01,59.45,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2004-05-01,59.85,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2004-06-01,59.97,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2004-07-01,60.34,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2004-08-01,60.38,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2004-09-01,59.8,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2004-10-01,59.89,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2004-11-01,59.77,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2004-12-01,59.76,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2005-01-01,60.04,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2005-02-01,60.09,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2005-03-01,59.96,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2005-04-01,60.01,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2005-05-01,60.06,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2005-06-01,60.47,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2005-07-01,60.87,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2005-08-01,60.97,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2005-09-01,60.37,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2005-10-01,60.64,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2005-11-01,60.47,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2005-12-01,60.39,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2006-01-01,60.69,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2006-02-01,60.66,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2006-03-01,60.59,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2006-04-01,60.59,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2006-05-01,60.8,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2006-06-01,60.76,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2006-07-01,61.1,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2006-08-01,61.45,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2006-09-01,61.04,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2006-10-01,61.06,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2006-11-01,60.98,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2006-12-01,61.06,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2007-01-01,61.47,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2007-02-01,61.67,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2007-03-01,61.66,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2007-04-01,61.8,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2007-05-01,61.85,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2007-06-01,61.93,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2007-07-01,62.2,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2007-08-01,62.22,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2007-09-01,61.89,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2007-10-01,61.96,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2007-11-01,61.87,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2007-12-01,62.0,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2008-01-01,64.02,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2008-02-01,64.3,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2008-03-01,64.28,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2008-04-01,64.42,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2008-05-01,64.45,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2008-06-01,64.49,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2008-07-01,64.74,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2008-08-01,64.8,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2008-09-01,64.47,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2008-10-01,64.25,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2008-11-01,64.02,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2008-12-01,64.01,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2009-01-01,64.67,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2009-02-01,64.65,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2009-03-01,64.66,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2009-04-01,64.63,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2009-05-01,64.74,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2009-06-01,64.7,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2009-07-01,64.85,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2009-08-01,64.86,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2009-09-01,64.41,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2009-10-01,64.43,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2009-11-01,64.29,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2009-12-01,64.19,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2010-01-01,64.54,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2010-02-01,64.49,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2010-03-01,64.44,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2010-04-01,64.6,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2010-05-01,64.72,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2010-06-01,64.72,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2010-07-01,64.8,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2010-08-01,64.83,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2010-09-01,64.54,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2010-10-01,64.45,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2010-11-01,64.25,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2010-12-01,64.2,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2011-01-01,64.33,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2011-02-01,64.31,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2011-03-01,64.28,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2011-04-01,64.43,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2011-05-01,64.46,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2011-06-01,64.51,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2011-07-01,64.65,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2011-08-01,64.72,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2011-09-01,64.49,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2011-10-01,64.59,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2011-11-01,64.48,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2011-12-01,64.55,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2012-01-01,65.32,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2012-02-01,65.41,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2012-03-01,65.33,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2012-04-01,65.61,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2012-05-01,65.66,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2012-06-01,65.61,2026-07-01,2026-07-01T10:00:00+00:00
